id,tweet,lat,long,party,region,cluster
"8,44E+22",B1 12147 Oosterpark Amsterdam https://t.co/9E5OSItHQL #p2000,523.591.188,4.916.442,2,0,1.30E+01
"8,44E+22",21.03.2016 🌸 @ Amsterdam Netherlands https://t.co/43YZ3vapqS,523.731,4.8922,2,0,1.30E+01
"8,44E+22",#Egaylity - Ouderen lopen het minst risico op armoede - De hoogte van het huishoudensinkomen en daarmee het risico… https://t.co/tsTReI92aR,5.237.722.611,489.824.219,2,15,1.40E+01
"8,44E+22",#Egaylity - Partij van de Armoede is allang niet meer die volkspartij - Maar de Partij van de Armoede van nu was… https://t.co/TSqUH8IxqV,5.244.168.021,490.868.926,2,14,1.40E+01
"8,44E+22",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,2,19,1.40E+01
"8,44E+22",File op N702 Stilstaand verkeer #N702 #N702_DQG #file #fileleed #verkeer https://t.co/AOIBrp1SBx,523.743,517.259,2,12,4.00E+00
"8,44E+22",BREDA: Breda Tongerenstraat: de vrouw die vermist werd is in goede gezondheid aangetroffen. Dank u voor uw inz https://t.co/PRmcR41IDW,5.160.501.421,478.544.586,2,11,4.00E+00
"8,44E+22",Breda - Breda Tongerenstraat: de vrouw die vermist werd is in goede gezondheid aangetroffen. Dank u voor uw inze...https://t.co/XPp3wBtYS1,5.160.501.421,478.544.586,2,1,0.00E+00
"8,44E+22",B-day kado van mijn lieve Kadodochters eerst Reset body en daarna Lunch#freezelabamsterdam… https://t.co/ZmdwJuSglq,5.235.850.737,487.916.136,2,0,1.30E+01
"8,44E+22",Blik vanaf de 13e verdieping.. ons nieuwe #kantoor #amsterdam @ UP office building https://t.co/64jHOa7ptK,5.237.763,491.633,2,0,1.30E+01
"8,44E+22",NL | Bekende YouTubers eisen antwoord: waarom worden lhbtq-video's verborgen? - Tot grote woede van getroffen… https://t.co/GuGwku9qlt,5.239.398.971,488.725.586,2,11,4.00E+00
"8,44E+22",NL | Ouderen lopen het minst risico op armoede - De hoogte van het huishoudensinkomen en daarmee het risico op… https://t.co/dd6o2xZA4y,5.239.398.971,488.725.586,2,0,1.30E+01
"8,44E+22",Utrecht - Pol Utr Homeruslaan. Kindje is terecht en in goede gezondheid aangetroffen....https://t.co/ErYaw6I93t,520.839.315,51.297.364,2,1,0.00E+00
"8,44E+22",File op A67 Stilstaand verkeer #A67 #A67_GEL #file #fileleed #verkeer https://t.co/BM9qU8Qg0z,5.141.975,560.833,2,1,0.00E+00
"8,44E+21",Café Halfweg....#onderweg #werk #zelhem #doetinchem #bronckhorst #halfweg #cafehalfweg… https://t.co/EkNSqc8heI,52,6.35,2,16,1.40E+01
"8,44E+22",🤔🤔😂 @ Amsterdam Netherlands https://t.co/EAd29VO5ak,523.731,4.8922,2,1,0.00E+00
"8,44E+22",#IT Management BI Testcoördinator - *** zoekt voor één van haar opdrachtgevers waar wij al meerdere kandidaten he... https://t.co/Z1FZ54tGdM,5.237.403,488.969,2,1,0.00E+00
"8,44E+22",Uitzicht voor de komende week #groningen #ruimte #fietsen #wandelen #relax #nostress @ Van der… https://t.co/tExw81r2ot,5.319.779.373,651.560.068,2,0,1.30E+01
"8,44E+22",A1 13112 Rit 33783 Amsterdam N200 L - Haarlemmerweg https://t.co/XNZgfcI05g #p2000,523.851.728,48.695.576,2,14,1.40E+01
"8,44E+22",Prio: 1 Letsel N200 L - Haarlemmerweg Amsterdam https://t.co/dIat14I8NR #p2000,523.851.728,48.695.576,2,7,1.00E+00
"8,44E+22",#AMSTERDAM #AML | Prio: 1 Letsel N200 L - Haarlemmerweg Amsterdam | https://t.co/iG5FrCA9Sz,5.238.518,4.881.065,2,16,1.40E+01
"8,44E+22",B1 13401 Rit 33787 Amsterdam Plesmanlaan 1066CX 121 AVL 1e dagbehandeling https://t.co/fpRNBUR0xd #p2000,523.510.698,48.196.422,2,18,1.40E+01
"8,44E+22",@SCohenjehoram gefeliciteerd!!,5.245.431.952,503.741.861,2,0,1.30E+01
"8,44E+22",I'm at @AmsterdamArenA in Amsterdam Zuidoost Noord-Holland https://t.co/zE293XQJgQ,5.231.410.007,494.192.593,2,16,1.40E+01
"8,44E+22",Mkb en Rabobank meeting (@ Amsterdam '72 - @amsterdamarena) https://t.co/W9Wu0kx8eV,5.231.405.354,494.123.864,2,0,1.30E+01
"8,44E+22",Prio: 1 Letsel Insulindeweg Amsterdam https://t.co/ThqeUeZ7Wl #p2000,523.636.588,49.355.226,2,0,1.30E+01
"8,44E+22",A1 13101 Rit 33791 Amsterdam Insulindeweg Molukkenstraat https://t.co/YIHn4fkoTr #p2000,523.654.726,49.400.006,2,12,4.00E+00
"8,44E+20",Gezellig met Bollo van @landalnl op de foto. #storymakers #landal #leerkracht #reizen #vakantie… https://t.co/YNdlxEkTSi,5.238.365.956,493.006.871,2,15,1.40E+01
"8,44E+22",Coachingsgesprek (@ Amsterdam Zuidoost in Noord-Holland) https://t.co/Yi0e19eg4p https://t.co/bK87fJeOdb,5.231.183.883,494.794.754,2,0,1.30E+01
"8,44E+22",#Egaylity - 70 procent weet onvoldoende over alarmsignalen darmkanker - In Nederland krijgen dagelijks 40 mensen… https://t.co/0HzLubTn9f,5.237.722.611,489.824.219,2,11,4.00E+00
"8,44E+22",#Egaylity - Nederlanders zijn gelukkig - Nederlanders zijn gelukkig. Vandaag 12:16. 88% van alle Nederlandse… https://t.co/WxknyPPe2j,5.237.722.611,489.824.219,2,12,4.00E+00
"8,44E+22",#Egaylity - 70 procent weet onvoldoende over alarmsignalen darmkanker - In Nederland krijgen dagelijks 40 mensen… https://t.co/GgzAQfGjbS,5.237.722.611,489.824.219,2,18,1.40E+01
"8,44E+22",#Egaylity - Nederlanders zijn gelukkig - Nederlanders zijn gelukkig. Vandaag 12:16. 88% van alle Nederlandse… https://t.co/AHeARLYcWN,5.237.722.611,489.824.219,2,1,0.00E+00
"8,44E+22",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,2,0,1.30E+01
"8,44E+22",Mooie educatieve omgeving met fraai rooftop view #Amsterdam @ OBA Amsterdam https://t.co/2NrWCBgHMh,5.237.582,490.837,2,11,4.00E+00
"8,44E+22",#alarm Prio: 1 Letsel N200 L - Haarlemmerweg Amsterdam - N200 hmp 1.5,523.845.622,48.206.238,2,0,1.30E+01
"8,44E+22",🇳🇱🏰🍻😍 @ Amsterdam Netherlands https://t.co/2BbBPAQU07,523.731,4.8922,2,19,1.40E+01
"8,44E+22",B1 13406 Rit 33794 Amsterdam Meer en Vaart 1068LE 284 B Celle complex Noord West https://t.co/7zDOoYIrF3 #p2000,523.614.459,48.063.813,2,0,1.30E+01
"8,44E+22",P 1 Ass. Ambu (13GG06) (Openen Deur) Cornelis Outshoornstraat 116 Amsterdam [ 13AST ] https://t.co/zD2fpwu5Eg #p2000,52.381.596,48.005.792,2,1,0.00E+00
"8,44E+22",NL | Partij van de Armoede is allang niet meer die volkspartij - Maar de Partij van de Armoede van nu was ook… https://t.co/2YfiW1KoFr,5.239.398.971,488.725.586,2,13,4.00E+00
"8,44E+22",NL | Nederlanders zijn gelukkig - Nederlanders zijn gelukkig. Vandaag 12:16. 88% van alle Nederlandse volwassen… https://t.co/fBvKy3TmGh,5.239.398.971,488.725.586,2,15,1.40E+01
"8,44E+22",Amsterdam 🔜 Enschede @ Amsterdam Netherlands https://t.co/TuNwAy8Zqn,523.731,4.8922,2,12,4.00E+00
"8,44E+22",Sat 15 Apr: De Laatste Loodsjes at Cruquiusgilde https://t.co/G05HqgyErL #Amsterdam #Nightlife #hoplr https://t.co/UaXwGdSC8k,5.236.919,4.9547,2,14,1.40E+01
"8,44E+22",Prio: 1 Voertuig te water Tijnmuiden Amsterdam https://t.co/ymDbZJ2SMH #p2000,523.914.301,47.797.067,2,1,0.00E+00
"8,44E+22",#AMAsterdamsuperfam #AMAPrima #rivervoyages @ Amsterdam Netherlands https://t.co/LjmT4AzlCU,523.731,4.8922,2,0,1.30E+01
"8,44E+22",Herengracht Amsterdam ---#amsterdam #streetphotogaphy #street #streetshot #streetphoto… https://t.co/syaVO6nalV,5.236.799.622,488.807.193,2,1,0.00E+00
"8,44E+22",De #julianabrug in #zaandam #zaandijk ging open om 16:24 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,2,13,4.00E+00
"8,44E+22",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,2,0,1.30E+01
"8,44E+21",#igrs #amsterdam #netherlands #bike @ Amsterdam Netherlands https://t.co/DVvyMTi3WQ,523.731,4.8922,2,0,1.30E+01
"8,44E+22",P 1 Meting (CO) Wilhelminastraat 7 h Amsterdam [ 13GG14 13ASH ] https://t.co/9Y0dkB9EPk #p2000,52.361.938,4.864.847,2,12,4.00E+00
"8,44E+22",De #julianabrug in #zaandam #zaandijk ging open om 16:34 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,2,13,4.00E+00
"8,44E+22",File op A28 Stilstaand verkeer #A28 #A28_SOE #file #fileleed #verkeer https://t.co/WoAiMUZ3wB,521.162,531.482,2,19,1.40E+01
"8,44E+22",Met dit heerlijke weer ☀️ gaan wij TEAM BLAZINGHOOKAHFAST de overheerlijke frisse ❄️ en fruitige… https://t.co/ByYHjmUq62,523.731,4.8922,2,11,4.00E+00
"8,44E+22",💨💨🍓♥🎉🎉🎊 HBD TO @___izzy__ 🎈🎈🏮 met dit heerlijke weer ☀️ gaan wij TEAM BLAZINGHOOKAHFAST de… https://t.co/PBdDyTKauN,5.236.648,4.8976,2,12,4.00E+00
"8,44E+22",File op A44 Stilstaand verkeer #A44 #A44_A44 #file #fileleed #verkeer https://t.co/g11gXIybD3,5.215.611,444.337,2,13,4.00E+00
"8,44E+22",@NS_online trein van 16:01 uit hoorn naar schiphol. Het betreffen 2 vrouwen van net in de 20 en hebben zich op sloterdijk gevoegd bij 2 man,523.890.048,48.377.172,2,7,1.00E+00
"8,44E+22",@droogkoot Amsterdamse Bos 2017 https://t.co/OkzFPRweJw https://t.co/hSNZxz04oD,522.941.564,48.236.196,2,2,1.00E+01
"8,44E+22",#Intercity 1158 (V 17:23 van Breda) naar Den Haag Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,5.159.555.435,478.000.021,2,16,1.40E+01
"8,44E+22",File op A29 Stilstaand verkeer #A29 #A29_OUD #file #fileleed #verkeer https://t.co/JxMbq2zwuZ,5.180.129,445.944,2,16,1.40E+01
"8,44E+22",File op A9 Langzaam rijdend tot stilstaand verkeer #A9 #A9_HOL #file #fileleed #verkeer https://t.co/KrjdAs5VuP,5.229.056,494.314,2,16,1.40E+01
"8,44E+22",Amsterdam 🇳🇱 @ Amsterdam Netherlands https://t.co/LC81iH9Sfl,523.731,4.8922,2,1,0.00E+00
"8,44E+22",A1 13112 Rit 33817 Amsterdam Wilhelminastraat 1054VT 7 h https://t.co/LNYv3XnViQ #p2000,52.361.938,4.864.847,2,12,4.00E+00
"8,44E+22",Het handje is terug. 💁🏻 @ Amsterdam Netherlands https://t.co/Nf5f2Bf11K,523.731,4.8922,2,12,4.00E+00
"8,44E+22",A1 13813 Rit 33819 Amsterdam Wilhelminastraat 1054VT 7 h https://t.co/N54eEhcHTg #p2000,52.361.938,4.864.847,2,12,4.00E+00
"8,44E+22",Prio: 1 Letsel Spui Amsterdam https://t.co/PZtMPnB6K6 #p2000,523.688.537,48.907.708,2,15,1.40E+01
"8,44E+22",#AMSTERDAM #AML | Prio: 1 Letsel Spui Amsterdam | https://t.co/5aZsl3Zchr,52.369.008,4.891.561,2,15,1.40E+01
"8,44E+22",Windmill at Zaanse Schans in Zaandam Netherlands #latergram #netherlands #windmill… https://t.co/EQk5PSkORh,5.247.346,482.028,2,12,4.00E+00
"8,44E+22",#Egaylity - Nederlander vindt de wijk belangrijker dan zijn woning zelf - Een fijne buurt of wijk is voor de… https://t.co/ZV06EN2nIt,5.237.722.611,489.824.219,2,11,4.00E+00
"8,44E+22",#Egaylity - 38% van de Nederlanders: twee keer op vakantie' - Nederlanders gaan momenteel tijdens de meivakantie… https://t.co/GgHJSf1L20,5.237.722.611,489.824.219,2,0,1.30E+01
"8,44E+22",100 years 'De Stijl'. Gerrit Rietveld once said:'to sit' is a verb (zitten is een werkwoord).… https://t.co/aurgUpI1H6,523.579.099,487.985,2,19,1.40E+01
"8,44E+22",#alarm Prio: 1 Letsel Spui Amsterdam - Voetboogstraat 1C 1012 XK Amsterdam Netherlands,523.688.195,48.903.715,2,19,1.40E+01
"8,44E+22",File op A50 Stilstaand verkeer #A50 #A50_MNH #file #fileleed #verkeer https://t.co/fH7Vfv7MMY,515.534,5.478,2,0,1.30E+01
"8,44E+22",File op A9 Stilstaand verkeer #A9 #A9_STS #file #fileleed #verkeer https://t.co/CeNnQpsJp3,522.801,495.324,2,15,1.40E+01
"8,44E+22",File op N279 Langzaam rijdend tot stilstaand verkeer #N279 #N279_A50 #file #fileleed #verkeer https://t.co/l8FiEhVQv8,5.162.313,5.505,2,16,1.40E+01
"8,44E+22",File op N270 Stilstaand verkeer #N270 #N270_JOH #file #fileleed #verkeer https://t.co/fFiU8bReok,51.445,548.326,2,1,0.00E+00
"8,44E+21",B1 13102 Rit 33825 Amsterdam Overtoom 1054HW 283 READE 2A afdeling https://t.co/aC3DBGSQbB #p2000,523.606.864,48.672.714,2,18,1.40E+01
"8,44E+22",File op A20 Stilstaand verkeer #A20 #A20_SCH #file #fileleed #verkeer https://t.co/bEO7pIR3Zl,5.192.652,440.148,2,12,4.00E+00
"8,44E+22",Heading home. #roboreissu (@ Amsterdam Schipholin Lentoasema - @schiphol in Schiphol Noord-Holland w/ @swingtowin) https://t.co/jSIex1N6Sd,5.231.009.883,476.216.369,2,16,1.40E+01
"8,44E+22",File op A16 Langzaam rijdend tot stilstaand verkeer #A16 #A16_RID #file #fileleed #verkeer https://t.co/KjJL9ygQ8n,5.184.245,461.129,2,12,4.00E+00
"8,44E+22",File op N522 Stilstaand verkeer #N522 #N522_BPZ #file #fileleed #verkeer https://t.co/5oEFn2kvmL,5.230.743,492.568,2,16,1.40E+01
"8,44E+22",File op N270 Stilstaand verkeer #N270 #N270_WTM #file #fileleed #verkeer https://t.co/DfJ3CIfqxa,51.445,548.326,2,18,1.40E+01
"8,44E+22",#prouddad #art gijsamsterdam_art @ Cartesius Lyceum https://t.co/V3cNnHzPZ5,52.378.022,4.876.267,2,15,1.40E+01
"8,44E+22",A1 13118 Rit 33832 Amsterdam Bezaanjachtplein 1034CR 303 Wc Bezaanjachtplein https://t.co/KGYNHSreSH #p2000,524.078.714,4.915.143,2,13,4.00E+00
"8,44E+22",Lekker fiets parkeren garage Nice bike garage #fietsen #iamamsterdam… https://t.co/3WoTCxAzBU,5.237.886.324,489.953.724,2,16,1.40E+01
"8,44E+22",Plop! (@ Café Sportpark in Amsterdam Noord-Holland w/ @soetjes) https://t.co/Zo430SpM5s,523.746.373,485.773.855,2,7,1.00E+00
"8,44E+22",File op N915 Stilstaand verkeer #N915 #N915_A15 #file #fileleed #verkeer https://t.co/tGPHMDY7e9,5.185.779,463.325,2,7,1.00E+00
"8,44E+22",File op N236 Stilstaand verkeer #N236 #N236_ITI #file #fileleed #verkeer https://t.co/z1IHXXeUaQ,5.231.276,4.9893,2,2,1.00E+01
"8,44E+22",Afscheidsborreltje. (@ Il Caffe) https://t.co/A4jDeZIIGc,5.232.080.966,487.522.865,2,12,4.00E+00
"8,44E+22",A1 13151 Rit 33835 Amsterdam De Boelelaan 1082LR 50 Voetbalver A F C https://t.co/2cnp8DHTqX #p2000,523.359.264,48.808.024,2,18,1.40E+01
"8,44E+22",B1 13406 Rit 33836 Amsterdam Van Leijenberghlaan 1082GC 15 Basisteam Zuid-Buitenveldert https://t.co/eZCyHJA61w #p2000,523.312.776,4.879.499,2,12,4.00E+00
"8,44E+22",Emotionele rouwdienst in Bad Berleburg https://t.co/YY6hunACzF #Royalty,5.237.297.981,489.144.534,2,18,1.40E+01
"8,44E+22",I'm at Albert Heijn - @ahvinkeveen in Vinkeveen Utrecht https://t.co/JxJtTyuaWD,5.221.567.961,49.350.071,2,1,0.00E+00
"8,44E+22",File op N224 Langzaam rijdend tot stilstaand verkeer #N224 #N224_EDE #file #fileleed #verkeer https://t.co/neqoRz0iqt,5.203.727,573.326,2,18,1.40E+01
"8,44E+22",File op N344 Stilstaand verkeer #N344 #N344_TER #file #fileleed #verkeer https://t.co/T68dvtWtX7,5.224.695,613.336,2,12,4.00E+00
"8,44E+22",Denise Noordermeer van @Tele2Nederland &amp; @KBIRI op het podium tijdens Goodbye Millenials hello Gen Z… https://t.co/DErA1loajl,5.235.912.548,490.871.607,2,12,4.00E+00
"8,44E+22",Prio: 1 Vechtpartij Concertgebouwplein Amsterdam https://t.co/4FPd3MuObC #p2000,523.559.874,48.793.675,2,18,1.40E+01
"8,44E+22",Weer eens in 't bos #chielloopthard #teamvroem @ Amsterdamse Bos https://t.co/JAFpFBx8O2,52.310.833,4.8325,2,2,1.00E+01
"8,44E+22",File op A50 Stilstaand verkeer #A50 #A50_HOE #file #fileleed #verkeer https://t.co/JX7bBZjBpD,5.210.172,595.395,2,7,1.00E+00
"8,44E+22",File op N210 Stilstaand verkeer #N210 #N210_WDQ #file #fileleed #verkeer https://t.co/kP4l4zoMSd,5.191.469,454.161,2,19,1.40E+01
"8,44E+22",File op A27 Langzaam rijdend tot stilstaand verkeer. Stilstaand verkeer #A27 #A27_RGB #file #fileleed #verkeer https://t.co/mR4v1PYDHz,5.189.251,497.645,2,1,0.00E+00
"8,44E+22",File op A28 Stilstaand verkeer #A28 #A28_TNQ #file #fileleed #verkeer https://t.co/YkPPhk7Ujf,5.210.513,525.303,2,13,4.00E+00
"8,44E+21",Druk met voorbereidingen voor de #internationalrescueparty #party #partytime #dansen #sjansen… https://t.co/LSd9MMug2d,52.292.881,48.671.398,2,15,1.40E+01
"8,44E+22",#nagchampa #dhoop #cones #kegeltjes #incense 💚M4C @ More4Cosmetics.nl https://t.co/x8b7Eko4bB,5.231.458,4.955,2,4,5.00E+00
"8,44E+22",Strijen - de vermiste jongen uit strijen is weer in goede gezondheid aangetroffen bedankt voor het uitkijken....https://t.co/kd57NrOdPG,5.178.143.838,450.604.859,2,4,5.00E+00
"8,44E+22",Het ruikt heerlijk/it smells delicious #nomnomnom @ Vapiano Amsterdam Oosterdokskade https://t.co/US7jfMka8s,523.758,490.855,2,16,1.40E+01
"8,44E+22",File op A15 Langzaam rijdend tot stilstaand verkeer #A15 #A15_WQS #file #fileleed #verkeer https://t.co/jeqZ372rNw,5.187.095,457.292,2,4,5.00E+00
"8,44E+22",Verbintenissen uit wet en rechtsregel (@ D.2.10 - @vubrussel in Elsene Brussels-Capital Region) https://t.co/Cwg330PlaC,508.212.143,439.441.801,2,11,4.00E+00
"8,44E+22",Beste spreker van de dag: @reynoldsgroup #radiodays #amsterdam #stevereynolds @ RAI Amsterdam https://t.co/j8Xd7Dgd1o,5.234.123,488.991,2,19,1.40E+01
"8,44E+22",#alarm Prio: 1 Vechtpartij Concertgebouwplein Amsterdam - Concertgebouwplein 13 1071 LL Amsterdam Netherlands,523.556.682,48.789.319,2,12,4.00E+00
"8,44E+22",File op A2 Stilstaand verkeer #A2 #A2_KBH #file #fileleed #verkeer https://t.co/2r4AoWLxdh,5.140.655,543.188,2,16,1.40E+01
"8,44E+22",Ik laat mij cremeren as best!Gevaarlijk voor het milieu?#asbest #milieu,5.110.306.169,450.178.509,2,12,4.00E+00
"8,44E+22",File op E30 Stilstaand verkeer #E30 #E30_UTR #file #fileleed #verkeer https://t.co/SK0E5BCjWL,5.208.988,516.344,2,0,1.30E+01
"8,44E+22",P 1 Brand Gebouw Weissenbruchstraat 6 H Amsterdam [ 13ALD 13OVDN 13GG04 13ASP 13ASD ] https://t.co/khYgub2lZq #p2000,52.353.134,48.514.946,2,15,1.40E+01
"8,44E+22",File op E25 Stilstaand verkeer #E25 #E25_QJN #file #fileleed #verkeer https://t.co/e1RAqWAXF4,5.204.607,5.0646,2,11,4.00E+00
"8,44E+22",File op N224 Langzaam rijdend tot stilstaand verkeer #N224 #N224_SDB #file #fileleed #verkeer https://t.co/iQeEZcV4DO,5.203.699,573.602,2,13,4.00E+00
"8,44E+22",A1 13112 Rit 33848 Amsterdam Virgohof 1033MG 5 https://t.co/w5zljpdI21 #p2000,524.179.543,48.811.753,2,15,1.40E+01
"8,44E+22",File op A50 Stilstaand verkeer #A50 #A50_LOE #file #fileleed #verkeer https://t.co/KQ23ggDjPM,5.212.794,5.9652,2,13,4.00E+00
"8,44E+22",File op A27 Stilstaand verkeer #A27 #A27_WZW #file #fileleed #verkeer https://t.co/ly5ywTsCKa,5.209.618,515.805,2,12,4.00E+00
"8,44E+22",File op A50 Stilstaand verkeer #A50 #A50_PBZ #file #fileleed #verkeer https://t.co/hSF7CfJzqT,5.213.649,598.305,2,13,4.00E+00
"8,44E+22",AMSTELVEEN: Gezocht ivm geweldsdelict: aziatische man lang mager postuur joggingbroek en zw jasje ong 18 jaar https://t.co/nAZzAeUNFW,5.231.143.702,48.702.192,2,19,1.40E+01
"8,44E+22",I'm at Verheul &amp; Weerman Fysiotherapeuten - @vwfysiotherapie in Nieuw-Vennep Noord-Holland https://t.co/PWi6LtgyNk,5.226.812,46.364.599,2,19,1.40E+01
"8,44E+22",P 1 Brandmelding OMS Leeg pand (Amsterbaken JOC) Transformatorweg 6 Amsterdam [ 13GG02 13AST ] https://t.co/kA5Ab9cOpj #p2000,523.921.349,48.575.341,2,13,4.00E+00
"8,44E+22",🇳🇱❤ @ Amsterdam Netherlands https://t.co/6ZhmcBdBVj,523.731,4.8922,2,4,5.00E+00
"8,44E+22",A1 13162 Rit 33855 Amsterdam Hoofddorpplein https://t.co/i6FtHZN7m4 #p2000,523.511.818,4.850.439,2,15,1.40E+01
"8,44E+22",Het was weer een mooi en interessant ADG congres! Over verkiezingen en formatie het voorkomen… https://t.co/Reetwnz6lU,522.703,517.515,2,12,4.00E+00
"8,44E+21",#alarm Prio: 1 Letsel Hoofddorpplein Amsterdam - Hoofddorpplein 6III 1058 PD Amsterdam Netherlands,523.512.661,48.503.655,2,15,1.40E+01
"8,44E+21",#alarm Prio: 1 Steekpartij Westelijk Halfrond 1183JG Amstelveen - Westelijk Halfrond 32 1183 JE Amstelveen Netherlands,52.309.938,4.874.392,2,2,1.00E+01
"8,44E+21",I'm at Bierfabriek in Amsterdam Noord-Holland https://t.co/rxCoWjD85C,5.237.050.486,489.339.829,2,12,4.00E+00
"8,44E+21",A1 13102 Rit 33857 Amsterdam Stationsplein 1012AB 21 Team Openbaar Vervoer https://t.co/LMERsoTOFY #p2000,523.791.406,48.999.493,2,19,1.40E+01
"8,44E+22",Klaar voor #hetgrootstelicht ! #Framily @ VIVES Onderwijs Campus Brugge https://t.co/mlQxYw5SGU,5.118.725.178,320.260.048,2,15,1.40E+01
"8,44E+22",Drinking a Puur Weizen (2016) by @Grolsch @ Café Van Zuylen — https://t.co/oy6CXUjHZj,523.746,488.986,2,19,1.40E+01
"8,44E+22",File op E30 Stilstaand verkeer #E30 #E30_JHL #file #fileleed #verkeer https://t.co/b6itrl52CR,520.929,517.463,2,13,4.00E+00
"8,44E+22",Op de lancering van #andcthelaunch het nieuwe olatform van @CJanzenNews (gelukkig heeft zij wel… https://t.co/jMl6nZi2Ol,5.238.421,490.288,2,19,1.40E+01
"8,44E+22",File op A2 Stilstaand verkeer #A2 #A2_VAL #file #fileleed #verkeer https://t.co/WtoPX09Ys9,5.140.432,549.799,2,13,4.00E+00
"8,44E+22",Dag 1 kantoorklerk💪#corendon #GOfun @ Corendon https://t.co/8dewLAt88B,5.234.485,476.549,2,15,1.40E+01
"8,44E+22",Aanstaande vrijdag alweer een jaar niet meer bij ons IJburg… https://t.co/sulcziH5OK,523.731,4.8922,2,16,1.40E+01
"8,44E+22",#ICDirect 1062 (V 18:49 van Amsterdam) naar Rotterdam Centraal is 15 minuten vertraagd. Geld terug? Zie https://t.co/wQfqoWMoGC,5.237.888.718,490.027.761,2,13,4.00E+00
"8,44E+22",File op A27 Stilstaand verkeer #A27 #A27_PDS #file #fileleed #verkeer https://t.co/2Wr8AuSuR5,5.185.454,495.429,2,15,1.40E+01
"8,44E+22",#ICDirect 953 (V 19:37 van Amsterdam Airport) naar Amsterdam Centraal is 7 minuten vertraagd.,5.230.944.443,476.194.429,2,12,4.00E+00
"8,44E+22",We zijn er hoor! secretaryplusnederland bij @GPTW_NL @ De Foodhallen https://t.co/9IBlxyRHRr,5.236.747,486.788,2,12,4.00E+00
"8,44E+22",AMSTELVEEN: Burgernetactie westelijk halfrond in Amstelveen wordt afgesloten de politie heeft de zaak in onderz https://t.co/nAZzAeUNFW,5.231.143.702,48.702.192,2,16,1.40E+01
"8,44E+22",Amstelveen - Burgernetactie westelijk halfrond in Amstelveen wordt afgesloten de politie heeft de zaak in onderzo...https://t.co/QmUThyLmUP,5.231.143.702,48.702.192,2,16,1.40E+01
"8,44E+22",🤘🏼🎸 (@ Muziekschool @Soundcheck_drv in Mijdrecht UT) https://t.co/7b9VriQUlD,5.220.728.761,488.303.144,2,18,1.40E+01
"8,44E+22","Inspiratie workshop ""Natuur Anders Beleven"" aan het voorbereiden ... op stap met crea… https://t.co/P30mfWzd7J",5.095.322,518.535,2,12,4.00E+00
"8,44E+22",Gefeliciteerd @JanJambon @Koen_Kennis @Maggie_DeBlock https://t.co/OBPxt6D4gt,5.118.918.919,4.197.251,2,12,4.00E+00
"8,44E+22","Inspiratie workshop ""Natuur Anders Beleven"" aan het voorbereiden ... #natuurcoaching… https://t.co/eMSinXaixc",5.095.322,518.535,2,1,0.00E+00
"8,44E+22",#R1/Ring Antwerpen Ring 2 (Nederland) ter hoogte van Berchem Ongeval Linkerrijstrook versperd sinds 21/03/2017 19:22,511.925,4.4282,2,2,1.00E+01
"8,44E+22",AMSTERDAM: Westerpark Asd eo kwijtgeraakt donkergrijs rugzak lichtbl voorvak met 112x75mg dabrafenib 1 potje 30 https://t.co/MxbSCAnxca,5.238.621.853,488.143.795,2,15,1.40E+01
"8,44E+22",B1 13105 Rit 33872 Amsterdam Oosterpark 1091AC 9 OLVGO C3 ccu https://t.co/tisyPDaKFQ #p2000,523.591.188,4.916.442,2,1,0.00E+00
"8,44E+22",B1 13409 Rit 33873 Amsterdam Oosterpark 1091AC 9 OLVGO seh https://t.co/hcZiDGJmMz #p2000,523.591.188,4.916.442,2,7,1.00E+00
"8,44E+22",B1 13104 Rit 33874 Amsterdam Oosterpark 1091AC 9 OLVGO B3 lounge https://t.co/vfIW888txL #p2000,523.591.188,4.916.442,2,7,1.00E+00
"8,44E+22",B1 13195 Rit 33875 Amsterdam Oosterpark 1091AC 9 OLVGO B https://t.co/SJrBLHbOIj #p2000,523.591.188,4.916.442,2,7,1.00E+00
"8,44E+22",I'm at Laagste Punt van Nederland in Nieuwerkerk aan den IJssel Zuid-Holland https://t.co/BTyBLEnCJk,5.198.319.429,462.902.387,2,7,1.00E+00
"8,44E+22",Bij #MeerBusiness Haarlemmermeer #Hoofddorp Wilfried de Jong.,5.230.071.642,469.684.218,2,7,1.00E+00
"8,44E+22",LELYSTAD: Nicky is in goede gezondheid teruggevonden. Bedankt voor het uitkijken. https://t.co/FZDEPVhRWP,5.249.278.177,549.704.606,2,7,1.00E+00
"8,44E+22",Lelystad - Nicky is in goede gezondheid teruggevonden. Bedankt voor het uitkijken....https://t.co/l5SsBXLhyD,5.249.278.177,549.704.606,2,7,1.00E+00
